Blog post title,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Date published,Border color,Tags,Blog post article,Main Image,Main image alt text,Featured on the home page?,Banner Message,Banner URL (external link),SEO Title tag,SEO Meta Description,Open Graph Image
The best React Native Tasking app you can create,the-best-react-native-tasking-app-you-can-create,698941237cab858de65419ff,698941237cab858de65419f8,698941237cab858de6541ac2,false,false,Wed Jun 01 2022 10:02:37 GMT+0000 (Coordinated Universal Time),Tue Feb 10 2026 15:12:45 GMT+0000 (Coordinated Universal Time),Tue Feb 10 2026 15:14:28 GMT+0000 (Coordinated Universal Time),Sun Feb 15 2026 00:00:00 GMT+0000 (Coordinated Universal Time),white,development; publications,"<h1>My recent podcast appearance</h1><p>It was a huge pleasure to be a guest on <a href=""https://open.spotify.com/show/6uPKAeMSlVDQXlXhmol0BN"">The Great Design Lead Podcast</a>. Tune in to listen to the conversation with <a href=""https://www.linkedin.com/in/emily-giordano/"">Emily Giordano</a> about moving countries, work-life balance and the joys of a 4-day workweek.</p><p><a href=""https://open.spotify.com/episode/0tjjtPnsZnQXANPxOUt0Os?si=pl8oVkudSqaNDgQJacXfCA&nd=1"">You can listen to the episode here</a>.</p>",https://cdn.prod.website-files.com/698941237cab858de6541a00/698b4a8fa030d85f10ca0e03_Frame%207%20(1).png,Cover image,true,,,React Native To-Do app guide,Complete how-to of a full React Native To-Do app using Real-Time connections and expo-sqlite database.,https://cdn.prod.website-files.com/698941237cab858de6541a00/698b4a42781ce8459c14a712_Frame%207.png
